doc,w,z,word
2122,313,1,viss
2122,917,4,medial
2122,948,0,spridning
2122,25,4,och
2122,126,0,kan
2122,471,4,väl
2123,98,3,jag
2123,28,1,har
2123,74,4,ofta
2123,120,4,massmediernas
2123,633,0,demokratiska
2123,25,9,och
2123,413,3,deras
2123,251,3,insatser
2124,56,9,tid
2124,135,6,medier
2124,25,8,och
2124,784,9,demokrati
2124,7,2,det
2124,47,9,många
2125,299,6,fått
2125,280,3,samma
2125,211,3,uppmärksamhet
2125,193,5,svenska
2125,135,0,medier
2125,98,0,jag
2125,136,3,ser
2125,231,8,dessa
2125,502,3,val
2125,38,3,som
2126,688,9,stöd
2126,142,2,till
2126,880,1,oberoende
2126,135,1,medier
2126,137,1,vilket
2126,744,1,tog
2126,354,1,upp
2127,17,0,detta
2127,89,3,sällan
2127,496,2,lika
2127,238,3,intressant
2127,25,2,och
2127,427,2,massmedialt
2127,38,0,som
2127,1525,3,militära
2127,251,0,insatser
2128,382,8,honom
2128,46,1,för
2128,6,1,att
2128,1219,1,inga
2128,135,0,medier
2128,246,6,skulle
2128,9,6,kunna
2128,803,0,kontakt
2128,726,6,vem
2129,53,0,oss
2129,25,8,och
2129,245,9,massmedier
2129,25,6,och
2129,142,9,till
2129,241,0,våra
2129,312,4,folk
2130,25,8,och
2130,241,2,våra
2130,245,3,massmedier
2130,28,3,har
2130,14,2,ett
2130,253,8,stort
2130,350,8,ansvar
2131,54,3,den
2131,193,0,svenska
2131,7,3,det
2131,792,5,beror
2131,526,0,mediernas
2131,271,0,roll
2131,98,5,jag
2131,28,3,har
2131,333,5,princip
2132,151,4,mot
2132,1526,4,näringslivet
2132,25,4,och
2132,1233,4,teknik
2132,135,5,medier
2132,1026,4,miljö
2132,306,0,talet
2133,38,0,som
2133,169,3,ibland
2133,533,0,beskrivs
2133,135,4,medier
2133,25,0,och
2133,14,0,ett
2133,950,4,antal
2134,54,2,den
2134,615,7,mest
2134,41,1,utifrån
2134,280,8,samma
2134,135,7,medier
2134,38,8,som
2134,1527,8,björn
2134,297,7,tagit
2135,20,7,när
2135,54,7,den
2135,82,8,här
2135,135,7,medier
2135,169,7,ibland
2135,167,8,med
2135,25,7,och
2136,629,5,fria
2136,870,6,kritiska
2136,25,4,och
2136,945,3,granskande
2136,135,9,medier
2136,25,4,och
2136,880,9,oberoende
2136,448,5,folkrörelser
2137,46,9,för
2137,897,9,sådant
2137,82,9,här
2137,241,9,våra
2137,135,9,medier
2137,376,9,gör
2137,910,9,väldigt
2137,89,9,sällan
2137,243,9,fel
2137,85,9,men
2138,51,1,inte
2138,28,2,har
2138,1372,1,enbart
2138,41,8,utifrån
2138,120,8,massmediernas
2138,1528,3,fokusering
2138,809,4,verksamhet
2138,28,8,har
2138,119,3,under
2139,1529,1,februari
2139,1530,3,betänkandet
2139,34,0,från
2139,3,6,massmedia
2139,142,1,till
2139,6,3,att
2139,188,4,svensk
2140,38,4,som
2140,99,1,man
2140,143,1,vissa
2140,135,8,medier
2140,51,1,inte
2140,786,1,ens
2140,28,4,har
2140,296,5,läst
2141,310,7,grad
2141,95,7,kommer
2141,6,9,att
2141,145,9,sig
2141,526,7,mediernas
2141,33,9,intresse
2141,7,7,det
2141,109,7,del
2142,443,5,människor
2142,25,5,och
2142,51,7,inte
2142,128,4,minst
2142,46,3,för
2142,245,4,massmedier
2142,6,5,att
2142,109,4,del
2143,7,9,det
2143,82,8,här
2143,85,8,men
2143,245,8,massmedier
2143,25,8,och
2143,39,1,enskilda
2143,1531,9,konsumenter
2143,126,9,kan
2143,51,7,inte
2144,1532,5,kontrollerar
2144,25,5,och
2144,135,0,medier
2144,195,6,vad
2144,21,6,gäller
2145,25,6,och
2145,134,7,nya
2145,135,6,medier
2145,46,5,för
2145,1533,5,data
2146,28,4,har
2146,1534,4,lämnats
2146,28,1,har
2146,245,1,massmedier
2146,489,6,uttryckt
2146,7,4,det
2146,38,1,som
2146,6,1,att
2146,99,1,man
2147,17,4,detta
2147,28,4,har
2147,832,9,iranska
2147,245,6,massmedier
2147,25,2,och
2147,99,6,man
2147,28,9,har
2147,29,4,där
2148,470,6,känner
2148,6,0,att
2148,934,6,rapporteringen
2148,34,2,från
2148,427,2,massmedialt
2148,51,2,inte
2148,215,2,var
2148,328,2,särskilt
2148,398,2,omfattande
2148,98,2,jag
2149,340,7,kvinnor
2149,25,9,och
2149,868,8,män
2149,135,9,medier
2149,25,9,och
2149,719,8,reklam
2149,7,7,det
2149,51,7,inte
2150,1285,0,yttrande
2150,1535,0,tryck
2150,25,0,och
2150,1359,6,pressfrihet
2150,569,5,samt
2150,526,5,mediernas
2150,203,6,självständighet
2150,370,0,sverige
2150,605,0,fick
2150,80,5,också
2150,898,5,igenom
2151,38,7,som
2151,352,5,vet
2151,98,0,jag
2151,6,0,att
2151,526,9,mediernas
2151,540,7,genomslagskraft
2151,210,0,stor
2151,7,5,det
2151,861,4,visar
2152,861,9,visar
2152,98,9,jag
2152,881,9,tror
2152,6,8,att
2152,526,5,mediernas
2152,1171,8,framställning
2153,7,6,det
2153,21,6,gäller
2153,858,9,statliga
2153,526,5,mediernas
2153,277,1,innehåll
2153,50,9,finns
2153,7,9,det
2153,801,9,dock
2154,6,7,att
2154,1410,7,hänsyn
2154,142,7,till
2154,1245,7,mediets
2154,1203,7,särskilda
2154,540,7,genomslagskraft
2154,20,5,när
2154,7,7,det
2154,21,7,gäller
2155,54,9,den
2155,82,9,här
2155,1363,4,typen
2155,135,9,medier
2155,98,2,jag
2155,126,9,kan
2155,628,6,stå
2155,82,4,här
2156,822,3,starkt
2156,7,8,det
2156,1129,3,absolut
2156,93,3,största
2156,327,7,mediet
2156,46,7,för
2156,703,8,numera
2157,7,0,det
2157,919,7,kom
2157,172,5,via
2157,245,5,massmedier
2157,6,0,att
2157,419,5,informationen
2157,142,0,till
2157,117,0,riksdagen
2158,28,9,har
2158,254,1,sett
2158,13,0,allt
2158,17,5,detta
2158,120,6,massmediernas
2158,658,5,rapportering
2158,7,7,det
2158,14,7,ett
2158,555,7,uttryck
2159,7,9,det
2159,26,7,senaste
2159,11,7,olika
2159,135,2,medier
2159,6,0,att
2159,957,7,hon
2159,126,7,kan
2159,1224,2,tänka
2160,98,4,jag
2160,54,6,den
2160,82,4,här
2160,843,4,veckan
2160,48,0,följt
2160,120,5,massmediernas
2160,658,0,rapportering
2160,195,3,vad
2160,1482,4,statsministern
2160,499,6,sagt
2161,1225,8,verkar
2161,247,8,vara
2161,14,8,ett
2161,253,8,stort
2161,841,5,medialt
2161,33,2,intresse
2161,46,8,för
2161,67,9,diskussion
2162,20,7,när
2162,7,7,det
2162,21,0,gäller
2162,701,6,våld
2162,135,6,medier
2162,1018,0,föräldrar
2162,1215,4,skola
2162,25,6,och
2163,364,5,skall
2163,1410,5,hänsyn
2163,142,7,till
2163,1245,7,mediets
2163,1203,7,särskilda
2163,540,5,genomslagskraft
2163,38,5,som
2163,7,7,det
2163,181,5,heter
2164,1443,6,yttrandefrihetsgrundlagen
2164,364,7,skall
2164,1292,8,tillämpas
2164,134,7,nya
2164,135,0,medier
2164,7,6,det
2164,379,8,alltså
2164,14,4,ett
2164,253,8,stort
2165,73,6,hur
2165,54,7,den
2165,1225,6,verkar
2165,46,6,för
2165,11,5,olika
2165,135,5,medier
2165,7,6,det
2165,82,6,här
2165,873,0,fallet
2165,46,0,för
2166,811,0,dagspressen
2166,38,8,som
2166,15,0,medium
2166,80,6,också
2166,25,6,och
2167,189,0,får
2167,134,2,nya
2167,135,0,medier
2167,134,0,nya
2167,1536,1,produkter
2167,98,2,jag
2167,881,0,tror
2167,51,7,inte
2168,6,0,att
2168,112,6,tidningar
2168,25,0,och
2168,113,0,andra
2168,245,0,massmedier
2168,364,4,skall
2168,9,0,kunna
2168,62,0,sina
2168,2,9,uppgifter
2169,38,8,som
2169,113,8,andra
2169,46,3,för
2169,526,1,mediernas
2169,764,5,inklusive
2169,809,4,verksamhet
2169,85,8,men
2169,79,3,utan
2170,25,8,och
2170,46,8,för
2170,113,1,andra
2170,135,8,medier
2170,99,1,man
2170,28,8,har
2170,46,9,för
2171,99,0,man
2171,28,3,har
2171,46,6,för
2171,442,6,alla
2171,135,6,medier
2171,189,6,får
2171,99,2,man
2172,364,5,skall
2172,20,5,när
2172,113,6,andra
2172,135,2,medier
2172,47,5,många
2172,167,5,med
2172,1117,3,program
2172,364,5,skall
2173,6,0,att
2173,1091,0,jämföra
2173,167,1,med
2173,113,6,andra
2173,135,0,medier
2173,167,9,med
2173,378,0,annat
2173,1211,0,utbud
2173,7,0,det
2174,46,3,för
2174,195,6,vad
2174,990,6,avser
2174,1245,7,mediets
2174,540,9,genomslagskraft
2174,46,9,för
2174,1301,2,finansiering
2175,6,1,att
2175,325,0,göra
2175,105,1,något
2175,535,8,massmedial
2175,451,8,kring
2175,17,1,detta
2175,418,5,således
2175,28,2,har
2176,7,8,det
2176,54,1,den
2176,541,8,massmediala
2176,51,8,inte
2176,128,1,minst
2176,34,3,från
2176,1418,4,etermedierna
2177,46,9,för
2177,14,0,ett
2177,25,4,och
2177,280,8,samma
2177,15,2,medium
2177,584,2,därför
2177,97,6,tycker
2177,6,1,att
2177,7,8,det
2178,1266,8,ökad
2178,1537,7,statlig
2178,1001,8,kontroll
2178,156,7,över
2178,629,9,fria
2178,135,6,medier
2178,25,9,och
2178,12,7,framför
2178,13,8,allt
2178,366,6,radio
2178,25,6,och
2179,14,5,ett
2179,219,5,samhälle
2179,167,5,med
2179,629,9,fria
2179,135,6,medier
2179,54,1,den
2179,208,6,frågan
2179,429,2,borde
2180,227,5,säga
2180,14,3,ett
2180,252,5,par
2180,1538,7,ord
2180,327,7,mediet
2180,25,8,och
2180,1088,7,dess
2180,515,7,speciella
2180,540,7,genomslagskraft
2180,38,7,som
2181,146,6,mellan
2181,55,4,ena
2181,1195,5,sidan
2181,120,4,massmediernas
2181,25,4,och
2181,1208,0,kända
2182,34,6,från
2182,914,7,medias
2182,442,7,alla
2182,46,0,för
2182,145,7,sig
2182,25,7,och
2183,14,3,ett
2183,897,3,sådant
2183,54,2,den
2183,541,3,massmediala
2183,61,4,debatten
2183,1072,0,finner
2183,98,6,jag
2183,6,3,att
2183,7,0,det
2184,99,2,man
2184,170,2,talar
2184,3,5,massmedia
2184,129,0,stora
2185,3,9,massmedia
2185,7,1,det
2185,50,1,finns
2185,51,1,inte
2185,105,1,något
2185,1243,6,tillgängligt
2186,38,0,som
2186,124,0,sker
2186,526,5,mediernas
2186,33,0,intresse
2186,167,4,med
2186,326,0,sin
2186,25,0,och
2187,0,8,fall
2187,38,8,som
2187,189,4,får
2187,210,0,stor
2187,211,8,uppmärksamhet
2187,841,4,medialt
2187,38,8,som
2187,95,8,kommer
2187,6,3,att
2187,7,8,det
2188,499,6,sagt
2188,51,5,inte
2188,483,5,bara
2188,684,6,några
2188,874,9,mediala
2188,0,5,fall
2188,2,5,uppgifter
2188,98,3,jag
2188,28,8,har
2189,34,4,från
2189,961,3,politiskt
2189,428,2,håll
2189,34,4,från
2189,841,2,medialt
2189,428,4,håll
2189,25,3,och
2189,34,4,från
2189,33,9,intresse
2189,25,4,och
2190,1539,6,twitter
2190,1540,8,facebook
2190,25,1,och
2190,113,6,andra
2190,830,6,sociala
2190,135,6,medier
2190,1541,7,egentligen
2190,7,6,det
2190,1219,6,inga
2190,116,6,barn
2191,1028,8,stark
2191,67,2,diskussion
2191,202,3,eller
2191,260,8,debatt
2191,135,3,medier
2191,25,8,och
2191,964,5,runt
2191,6,0,att
2192,7,9,det
2192,38,3,som
2192,493,3,statsrådet
2192,1,1,enligt
2192,11,1,olika
2192,135,2,medier
2192,28,1,har
2192,98,7,jag
2192,7,7,det
2193,1533,3,data
2193,451,6,kring
2193,830,6,sociala
2193,135,7,medier
2193,25,7,och
2193,886,3,nätet
2194,842,4,internet
2194,1354,0,mejl
2194,25,4,och
2194,830,4,sociala
2194,135,9,medier
2194,25,4,och
2194,187,4,information
2194,7,7,det
2195,195,0,vad
2195,1263,3,skriver
2195,830,3,sociala
2195,135,3,medier
2195,195,3,vad
2195,25,5,och
2196,1542,6,korruption
2196,1001,6,kontroll
2196,135,5,medier
2196,25,3,och
2196,1543,6,oppositionella
2197,25,2,och
2197,866,2,långt
2197,34,6,från
2197,526,2,mediernas
2197,867,8,strålkastarljus
2197,595,0,fortsätter
2197,324,3,våldet
2197,6,2,att
2198,29,3,där
2198,1544,3,nyhetsförmedling
2198,124,9,sker
2198,629,9,fria
2198,135,2,medier
2198,1239,3,grunden
2198,940,9,handlar
2198,6,9,att
2199,126,7,kan
2199,846,4,läsa
2199,193,5,svenska
2199,135,3,medier
2199,28,6,har
2199,80,6,också
2199,7,6,det
2200,1099,3,förra
2200,189,3,får
2200,89,3,sällan
2200,308,3,större
2200,948,3,spridning
2200,841,2,medialt
2200,85,9,men
2200,7,3,det
2200,28,3,har
2200,1347,3,fortsatt
2201,20,0,när
2201,7,3,det
2201,21,2,gäller
2201,629,2,fria
2201,135,2,medier
2201,880,2,oberoende
2201,1545,7,domstolar
2201,25,2,och
2201,890,2,möjlighet
2202,98,4,jag
2202,28,4,har
2202,297,7,tagit
2202,109,0,del
2202,135,0,medier
2202,25,0,och
2202,290,6,även
2202,31,7,talat
2202,167,6,med
2202,312,7,folk
2203,38,4,som
2203,28,4,har
2203,299,2,fått
2203,185,1,rätt
2203,191,4,mycket
2203,917,8,medial
2203,211,4,uppmärksamhet
2203,85,5,men
2203,98,4,jag
2204,14,7,ett
2204,103,7,helt
2204,378,2,annat
2204,158,8,sätt
2204,841,2,medialt
2204,28,2,har
2204,475,2,regeringen
2204,156,7,över
2204,1043,7,huvud
2204,506,7,taget
2205,98,5,jag
2205,28,7,har
2205,483,2,bara
2205,48,5,följt
2205,54,1,den
2205,874,2,mediala
2205,934,1,rapporteringen
2205,161,1,dag
2205,25,4,och
2205,98,5,jag
2206,378,9,annat
2206,34,9,från
2206,1546,9,granskningar
2206,25,9,och
2206,526,8,mediernas
2206,658,9,rapportering
2206,6,9,att
2206,7,2,det
2206,50,8,finns
2207,1503,3,beskedet
2207,386,6,både
2207,34,0,från
2207,135,6,medier
2207,25,0,och
2207,34,6,från
2207,1312,6,arbetsförmedlingen
2207,6,6,att
2207,7,0,det
2208,39,6,enskilda
2208,25,4,och
2208,2,8,uppgifter
2208,135,6,medier
2208,1537,4,statlig
2208,883,3,utredning
2208,14,4,ett
2209,837,5,ska
2209,9,6,kunna
2209,289,8,lämnas
2209,15,2,medium
2209,46,2,för
2209,552,1,behandling
2209,43,6,måste
2210,28,8,har
2210,80,8,också
2210,588,2,vilka
2210,15,8,medium
2210,38,8,som
2210,46,0,för
2210,6,7,att
2211,103,1,helt
2211,56,6,tid
2211,167,6,med
2211,830,6,sociala
2211,135,6,medier
2211,25,3,och
2211,286,0,vidare
2211,99,9,man
2212,320,3,inom
2212,901,6,kommunikation
2212,25,6,och
2212,58,6,media
2212,14,8,ett
2212,253,8,stort
2212,1513,9,tack
2212,142,6,till
2213,142,9,till
2213,896,8,spel
2213,25,8,och
2213,58,9,media
2213,7,7,det
2213,14,8,ett
2213,748,8,område
2214,70,1,nyligen
2214,1547,2,rapporterade
2214,347,1,flera
2214,135,8,medier
2214,73,8,hur
2214,34,2,från
2215,632,6,hot
2215,172,0,via
2215,1354,0,mejl
2215,25,0,och
2215,830,4,sociala
2215,135,6,medier
2215,1416,0,kampen
2215,46,6,för
2215,7,0,det
2215,673,0,öppna
2215,633,0,demokratiska
2216,1066,2,gick
2216,1380,0,lars
2216,58,0,media
2216,25,2,och
2216,443,2,människor
2216,46,0,för
2216,6,7,att
2217,152,9,senare
2217,56,9,tid
2217,343,2,uppmärksammats
2217,135,4,medier
2217,25,8,och
2217,7,8,det
2217,28,2,har
2217,326,3,sin
2218,146,3,mellan
2218,988,0,digitala
2218,25,1,och
2218,478,0,tryckta
2218,135,8,medier
2218,99,0,man
2218,126,0,kan
2218,6,0,att
2218,7,8,det
2219,98,3,jag
2219,126,0,kan
2219,1017,1,förstå
2219,6,6,att
2219,54,1,den
2219,874,1,mediala
2219,544,3,uppmärksamheten
2219,126,6,kan
2219,325,1,göra
2219,6,0,att
2219,99,1,man
2220,25,4,och
2220,286,0,vidare
2220,54,0,den
2220,841,5,medialt
2220,1008,0,bilden
2220,946,0,mindre
2220,85,5,men
2221,51,7,inte
2221,6,4,att
2221,7,4,det
2221,54,1,den
2221,874,4,mediala
2221,67,0,diskussion
2221,38,2,som
2221,1491,3,moderaterna
2221,28,5,har
2222,54,3,den
2222,596,2,politiska
2222,61,4,debatten
2222,841,5,medialt
2222,25,2,och
2222,414,3,samhället
2222,253,4,stort
2223,54,7,den
2223,26,2,senaste
2223,774,7,tidens
2223,260,9,debatt
2223,25,6,och
2223,874,7,mediala
2223,211,3,uppmärksamhet
2223,1282,6,bidragit
2223,142,7,till
2223,6,7,att
2223,989,7,sprida
2224,1253,2,stärkt
2224,397,2,yttrandefrihet
2224,629,2,fria
2224,25,2,och
2224,880,2,oberoende
2224,135,3,medier
2224,569,2,samt
2224,829,2,ökat
2224,764,2,inklusive
2224,14,2,ett
2225,1253,4,stärkt
2225,397,2,yttrandefrihet
2225,629,4,fria
2225,25,4,och
2225,880,4,oberoende
2225,135,4,medier
2225,25,4,och
2225,14,4,ett
2225,985,4,civilsamhälle
2226,6,2,att
2226,1548,8,betydelsen
2226,11,3,olika
2226,872,2,mediers
2226,25,8,och
2226,988,2,digitala
2226,271,1,roll
2226,46,2,för
2227,233,0,sammanhanget
2227,1549,6,vikten
2227,833,9,lokala
2227,135,5,medier
2227,25,0,och
2227,1020,0,bristen
2227,1437,0,lokal
2227,121,0,bevakning
2228,962,7,läser
2228,148,1,bland
2228,378,7,annat
2228,135,3,medier
2228,7,7,det
2228,210,7,stor
2228,102,7,kritik
2228,151,8,mot
2229,38,4,som
2229,456,0,säger
2229,142,3,till
2229,135,3,medier
2229,98,9,jag
2229,215,3,var
2230,38,6,som
2230,28,1,har
2230,1172,6,låg
2230,142,6,till
2230,135,6,medier
2230,25,6,och
2230,848,2,riksdag
2230,47,6,många
2230,1102,2,personer
2231,116,6,barn
2231,20,6,när
2231,11,5,olika
2231,135,6,medier
2231,136,6,ser
2231,73,3,hur
2231,1081,6,situationen
2231,136,6,ser
2232,25,6,och
2232,47,5,många
2232,135,6,medier
2232,38,9,som
2232,162,5,vill
2232,318,8,kvar
2233,784,4,demokrati
2233,29,4,där
2233,642,4,dagspress
2233,25,4,och
2233,135,3,medier
2233,253,4,stort
2233,270,2,spelar
2234,300,1,första
2234,119,1,under
2234,210,4,stor
2234,971,1,internationell
2234,917,1,medial
2234,211,8,uppmärksamhet
2234,161,1,dag
2234,75,1,tas
2234,7,5,det
2235,7,7,det
2235,38,7,som
2235,615,4,mest
2235,917,7,medial
2235,211,7,uppmärksamhet
2235,85,7,men
2235,7,7,det
2235,14,0,ett
2236,386,1,både
2236,82,4,här
2236,117,8,riksdagen
2236,25,8,och
2236,841,2,medialt
2236,357,1,sedan
2236,50,8,finns
2236,7,2,det
2236,1425,8,säkert
2237,110,2,tidigare
2237,28,0,har
2237,499,0,sagt
2237,58,0,media
2237,453,7,talas
2237,7,0,det
2237,946,0,mindre
2238,38,8,som
2238,1002,8,förts
2238,21,7,gäller
2238,25,8,och
2238,526,7,mediernas
2238,7,7,det
2238,1550,9,förstås
2239,482,6,film
2239,25,6,och
2239,142,7,till
2239,895,1,konst
2239,135,4,medier
2239,25,0,och
2239,719,8,reklam
2240,126,9,kan
2240,7,6,det
2240,825,6,kallas
2240,15,6,medium
2240,38,9,som
2240,1038,6,ligger
2241,527,4,medierna
2241,202,6,eller
2241,830,7,sociala
2241,135,6,medier
2241,38,6,som
2241,688,6,stöd
2241,46,6,för
2242,333,4,princip
2242,354,4,upp
2242,142,8,till
2242,135,0,medier
2242,6,7,att
2242,71,8,genom
2242,931,1,granskning
2243,38,5,som
2243,51,5,inte
2243,128,1,minst
2243,28,5,har
2243,58,8,media
2243,14,2,ett
2243,238,2,intressant
2243,158,2,sätt
2244,1357,4,ledamöter
2244,25,4,och
2244,1142,5,hel
2244,109,7,del
2244,135,3,medier
2244,53,4,oss
2244,7,5,det
2244,215,5,var
2245,442,8,alla
2245,0,7,fall
2245,234,9,gjort
2245,105,7,något
2245,526,5,mediernas
2245,938,0,ögon
2245,789,3,allmänhetens
2245,938,2,ögon
2245,25,7,och
2246,142,3,till
2246,14,2,ett
2246,252,2,par
2246,841,2,medialt
2246,911,3,uppmärksammade
2246,0,2,fall
2246,28,4,har
2247,34,5,från
2247,202,5,eller
2247,511,3,kammaren
2247,79,5,utan
2247,874,1,mediala
2247,1395,1,utspel
2247,142,6,till
2248,980,4,mänskliga
2248,1551,6,lidande
2248,38,3,som
2248,65,8,pågår
2248,1506,6,utanför
2248,526,6,mediernas
2248,867,4,strålkastarljus
2248,999,6,förutom
2248,1552,6,miljoner
2249,25,3,och
2249,30,5,han
2249,11,3,olika
2249,135,4,medier
2249,25,8,och
2249,1553,3,träffar
2249,85,5,men
2249,86,7,ändå
2250,1286,7,bred
2250,260,8,debatt
2250,193,9,svenska
2250,135,9,medier
2250,182,6,efter
2250,46,9,för
2251,1376,7,satsningar
2251,134,0,nya
2251,135,0,medier
2251,320,9,inom
2251,411,9,behöver
2251,592,0,fortsätta
2252,26,9,senaste
2252,827,3,åren
2252,28,9,har
2252,7,4,det
2252,135,9,medier
2252,441,9,framkommit
2252,2,9,uppgifter
2252,6,7,att
2253,632,4,hot
2253,830,4,sociala
2253,135,1,medier
2253,202,9,eller
2253,201,3,nyheter
2254,145,5,sig
2254,46,9,för
2254,202,3,eller
2254,46,9,för
2254,135,9,medier
2254,119,2,under
2254,1554,5,granskningen
2254,28,9,har
2254,299,5,fått
2255,1482,4,statsministern
2255,7,8,det
2255,28,8,har
2255,1163,8,skett
2255,245,8,massmedier
2255,490,4,regeringens
2255,25,8,och
2256,25,3,och
2256,135,3,medier
2256,38,4,som
2256,74,9,ofta
2256,142,7,till
2256,193,3,svenska
2257,1446,8,erfarenheter
2257,74,4,ofta
2257,135,8,medier
2257,20,7,när
2257,83,3,frågorna
2257,735,1,uppmärksammas
2258,38,9,som
2258,904,5,aktiva
2258,830,0,sociala
2258,135,8,medier
2258,28,3,har
2258,72,3,blivit
2258,79,5,utan
2258,199,5,möjligheter
2259,1516,4,medel
2259,136,4,ser
2259,716,4,dagligen
2259,135,8,medier
2259,202,2,eller
2259,842,0,internet
2260,126,9,kan
2260,47,1,många
2260,11,1,olika
2260,874,4,mediala
2260,1014,4,kanaler
2260,133,1,blir
2260,7,0,det
2261,7,0,det
2261,38,1,som
2261,640,1,kanske
2261,189,4,får
2261,917,7,medial
2261,211,0,uppmärksamhet
2261,99,7,man
2261,51,1,inte
2261,434,1,riktigt
2262,38,9,som
2262,17,9,detta
2262,399,9,spreds
2262,830,4,sociala
2262,135,9,medier
2262,247,9,vara
2262,167,1,med
2262,25,6,och
2262,1061,9,presentera
2262,621,9,förslag
2263,25,4,och
2263,1385,2,sidor
2263,830,2,sociala
2263,135,6,medier
2263,904,2,aktiva
2263,1331,8,kommunerna
2263,1407,2,gjorde
2263,142,5,till
2264,109,5,del
2264,1555,5,missförstånd
2264,143,3,vissa
2264,135,9,medier
2264,7,0,det
2264,539,5,motion
2265,244,9,påståtts
2265,25,8,och
2265,143,9,vissa
2265,135,1,medier
2265,6,0,att
2265,7,0,det
2265,749,1,min
2265,539,0,motion
2266,142,8,till
2266,226,8,mig
2266,25,7,och
2266,830,8,sociala
2266,135,7,medier
2266,215,8,var
2266,54,8,den
2266,208,6,frågan
2266,195,3,vad
2267,62,0,sina
2267,830,0,sociala
2267,135,0,medier
2267,136,0,ser
2267,6,0,att
2267,663,0,grupper
2268,168,8,politiker
2268,25,8,och
2268,526,8,mediernas
2268,7,8,det
2269,6,5,att
2269,386,2,både
2269,1050,7,ledande
2269,168,0,politiker
2269,25,4,och
2269,135,4,medier
2269,95,7,kommer
2269,6,2,att
2269,521,4,dem
2269,46,9,för
2270,443,9,människor
2270,136,2,ser
2270,80,8,också
2270,193,3,svenska
2270,135,3,medier
2270,25,6,och
2270,195,6,vad
2270,38,3,som
2271,85,6,men
2271,526,0,mediernas
2271,658,5,rapportering
2271,456,5,säger
2271,51,0,inte
2271,191,7,mycket
2272,6,2,att
2272,731,0,diskutera
2272,830,3,sociala
2272,135,8,medier
2272,98,8,jag
2272,136,3,ser
2272,96,8,fram
2272,1127,2,emot
2272,6,3,att
2273,62,2,sina
2273,1556,6,åsikter
2273,58,6,media
2273,7,3,det
2273,7,0,det
2273,683,0,sättet
2274,99,5,man
2274,331,5,sådana
2274,1556,9,åsikter
2274,58,1,media
2274,7,5,det
2274,877,5,påverkar
2274,25,1,och
2275,7,6,det
2275,347,9,flera
2275,1247,0,artiklar
2275,11,7,olika
2275,135,0,medier
2275,38,0,som
2275,353,7,tar
2275,354,4,upp
2275,6,6,att
2275,7,7,det
2276,1315,3,litteratur
2276,1557,9,myndigheten
2276,46,9,för
2276,713,9,tillgängliga
2276,135,2,medier
2276,28,9,har
2276,234,8,gjort
2276,14,3,ett
2276,337,3,arbete
2277,25,1,och
2277,1315,5,litteratur
2277,1557,4,myndigheten
2277,46,0,för
2277,713,9,tillgängliga
2277,135,1,medier
2277,1558,1,mtm
2277,28,4,har
2277,90,1,viktig
2277,782,2,funktion
2278,38,3,som
2278,46,2,för
2278,713,9,tillgängliga
2278,135,9,medier
2278,1558,9,mtm
2278,476,6,arbetar
2278,46,9,för
2278,6,9,att
2278,442,4,alla
2279,797,4,böcker
2279,1279,4,tidskrifter
2279,830,4,sociala
2279,135,6,medier
2279,167,4,med
2279,956,6,mera
2279,28,4,har
2279,442,4,alla
2280,113,5,andra
2280,345,8,myndigheter
2280,40,3,företag
2280,516,7,organisationer
2280,202,3,eller
2280,245,3,massmedier
2280,7,7,det
2281,29,5,där
2281,11,5,olika
2281,925,5,typer
2281,135,5,medier
2281,926,7,smälter
2281,514,0,ihop
2281,29,2,där
2282,328,0,särskilt
2282,563,9,herr
2282,564,6,talman
2282,478,4,tryckta
2282,135,6,medier
2282,112,6,tidningar
2282,25,2,och
2282,1279,1,tidskrifter
2282,7,2,det
2283,46,9,för
2283,6,0,att
2283,478,4,tryckta
2283,135,6,medier
2283,28,2,har
2283,45,9,problem
2283,25,4,och
2284,202,5,eller
2284,135,0,medier
2284,25,2,och
2284,276,2,går
2284,156,3,över
2284,142,2,till
2285,326,7,sin
2285,187,8,information
2285,34,7,från
2285,113,4,andra
2285,135,9,medier
2285,1059,9,samtidigt
2285,99,8,man
2285,910,5,väldigt
2285,928,5,positiv
2286,38,3,som
2286,46,5,för
2286,135,9,medier
2286,842,4,internet
2286,442,3,alla
2286,1425,3,säkert
2287,528,0,grund
2287,719,7,reklam
2287,988,3,digitala
2287,135,7,medier
2287,28,3,har
2287,142,0,till
2288,12,3,framför
2288,13,0,allt
2288,142,3,till
2288,478,6,tryckta
2288,135,3,medier
2288,142,0,till
2288,313,3,viss
2288,184,3,form
2288,7,0,det
2289,290,0,även
2289,142,0,till
2289,113,0,andra
2289,560,6,former
2289,135,0,medier
2289,28,0,har
2289,683,3,sättet
2289,6,0,att
2290,215,2,var
2290,25,4,och
2290,193,8,svenska
2290,135,6,medier
2290,25,4,och
2290,317,6,hålla
2290,53,4,oss
2291,527,4,medierna
2291,80,4,också
2291,411,9,behöver
2291,830,0,sociala
2291,135,4,medier
2291,1355,4,bloggar
2291,25,4,och
2291,286,0,vidare
2291,85,4,men
2292,943,1,främja
2292,397,4,yttrandefrihet
2292,1359,4,pressfrihet
2292,25,6,och
2292,880,9,oberoende
2292,135,6,medier
2292,569,6,samt
2292,142,1,till
