doc,w,target,pos,year,mop_id,file_path
146,dessutom mycket på att se hur de motionärer från som såväl i år som tidigare år i massmedia har velat framställa sig som den här kommer att ställa sig till frågan när de nu har en,massmedia,17,1979,knut_wachtmeister_5af72d,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
147,det hela inte längre var någon nyhet en del utskottsförhör som jag utomlands har inte varit särskilt från massmedia och då får man ändå komma ihåg att öppna utskottsförhör och det material som där på många håll är,massmedia,18,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
148,är ett slags ersättning för det som vår och som ju är offentligt och står till massmedias förfogande om man således inte har särskilt stora förhoppningar om att öppna utskottsutfrågningar skulle ge så särskilt omfattande utåt,massmedias,16,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
149,herr talman jag hade för mig att en hel del av informationen faktiskt går via massmedia jag pratar om detta som något med dubbla funktioner offentliga utskottsutfrågningar har inte som att tillgodose riksdagens ledamöter det,massmedia,15,1979,tore_nilsson_7fdce9,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
150,bättre möjligheter att följa vad som sker i riksdagen jag tycker vidare att riksdagen har skyldighet att underlätta för massmedia dessa kan sedan bäst bedöma vad som nr är av allmänt intresse ett enkelt och relativt sätt är att,massmedia,19,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
151,svar och statsråden förmedlar dessa uppgifter till de närmast berörda i kammaren tyvärr stannar det ofta vid detta mot massmediernas bevakning av de stora kan enligt min mening ingen kritik riktas men riksdagens och det som gäller problemen,massmediernas,19,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
152,svenska folket skulle samlas i en för att grundligt lära sig den betydelsefulla energifrågan kort därefter från massmedialt håll att allmänheten inte borde vänta sig att massmedia skulle fungera som något i frågor av detta slag detta,massmedialt,17,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
153,att grundligt lära sig den betydelsefulla energifrågan kort därefter från massmedialt håll att allmänheten inte borde vänta sig att massmedia skulle fungera som något i frågor av detta slag detta fick sin många gånger under kampanjen är,massmedia,19,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
154,i denna fråga fortsätter att aktivt marknadsföra i sverige företagets åtgärder och uttalande till svenska massmedia har väckt stor oro hos många människor som med rätta uppfattat av som ett förbud mot mot,massmedia,15,1979,karin_andersson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
155,att bevaka olika händelser och företeelser här i samhället störst betydelse har då skyddet mot all och skyddet för massmediernas det skyddet är redan i dag starkt det finns i grundlag såvitt gäller pressen och i vanlig lag såvitt,massmediernas,19,1979,maja_backstrom_d15fb1,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
156,i går och vem som var vi för att gunnar anförande skulle få ett riktigt genomslag i massmedia så olof palme sitt namn på det är ju inte så litet när landets för åtskilliga,massmedia,17,1979,olof_palme_3e06b6,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
157,i massmedia har på sistone funnits uppgifter om att det svenska försvarets nya vid praktiska visat sig ha långt,massmedia,1,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
158,att förändra och förstärka ställning uppgifter om att av bl a skäl bildar har förekommit i massmedia under den senaste tiden av vad jag har kunnat inhämta tyder inget på att det skulle vara en vanlig företeelse,massmedia,16,1979,anna_eliasson_6673cf,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
159,svaret på min fråga det som budgetministern sade innebar i sak ingenting nytt men i dag har det ju via massmedia framkommit att riksskatteverket kommer att anvisningar med innebörd att inte kommer att några deklarationer som är,massmedia,20,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
160,här anvisningar nämligen att få samma resultat som en förlängning av de uppgifter som har framkommit från riksskatteverket via massmedia till alla de människor som har börjat eller mycket snart kommer att börja sitt är välkomna i stället för,massmedia,19,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
161,en statsminister måste räkna med att hans politiska uttalanden i sveriges riksdag dessutom har de ansvariga på via massmedia reagerat mycket kraftigt det är inte sista gången vi får tillfälle att debattera i sveriges riksdag jag vill gärna skicka,massmedia,18,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
162,nuvarande anställda utöver detta vet vi att arbetsmarknaden för de handikappade är ytterst vi har också denna vecka i massmedia fått uppgifter om att ca handikappade människor som under det senaste året inte hade fått någon vi,massmedia,19,1979,sten_svensson_cb2571,../riksdagen-corpus/corpus/197980/prot-197980--41.xml
163,missbruk av alkohol verksamhet jag anser att målet måste vara att åstadkomma en helt i och folkrörelser massmedia har ett alldeles speciellt ansvar då det gäller till alkoholbruket det gäller inte minst televisionen en del av,massmedia,17,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
164,det har nu snart gått tre år sedan riksdagen de alkoholpolitiska det skedde efter ett utredningsarbete massmedia års kring och hur enskilda riksdagsledamöter röstade därmed fick vi en snedvriden av art och,massmedia,16,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
165,det är regering och riksdag som har det övergripande ansvaret för i vårt land glädjande nog talas det i massmedia i dag i om hur situationen i verkligheten är fakta numera på varandra alla synes vara oroliga för,massmedia,19,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
166,mån uppgivenhet som varit rådande i fråga om detta samhällets allra största sociala problem socialministern pekar i sitt svar på massmedia och säger att massmedia inte minst televisionen har ett alldeles speciellt ansvar då det gäller i fråga om alkoholbruket,massmedia,20,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
167,rådande i fråga om detta samhällets allra största sociala problem socialministern pekar i sitt svar på massmedia och säger att massmedia inte minst televisionen har ett alldeles speciellt ansvar då det gäller i fråga om alkoholbruket jag vill livligt instämma,massmedia,20,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
168,kunna skapa en ordentlig opinion mot alkoholbruket så att allmänheten och varje enskild får klart för sig omfattning måste massmedia vara med som sade hade vi åren en debatt som var på mellanölet och i den,massmedia,19,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
169,yngre måste det har redan sagts flera gånger i den här debatten i sitt svar pekar karin söder på massmedias ansvar jag vill då erinra om att svensk tv enligt en redovisning år i genomsnitt var e minut visade ett,massmedias,19,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
170,nu användas för att förändra de nuvarande till alkohol och narkotika den måste användas för upplysningsverksamhet i skolan och massmedia kan socialministern finna någon väg för att påverka just utbud de om alkohol och som i,massmedia,19,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
171,är en fråga om för alla frågan är synnerligen väsentlig och man bör kunna hoppas på att massmedia tar upp den debatt som förs upp i dag och den information som socialministern givit det är en information som,massmedia,17,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
172,i vårt land har naturligtvis många orsaker inte minst den massiva propaganda för som spritts under flera decennier av massmedia och andra har inneburit ett starkt tryck inte minst gentemot de unga och det har inte varit ett,massmedia,19,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
173,en annan synpunkt i interpellationssvaret som jag tycker att det finns anledning att ta fasta på är av massmedias och bl a televisionens ansvar att massmedia har ett stort ansvar är så sant som det är sagt tar vi,massmedias,18,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
174,tycker att det finns anledning att ta fasta på är av massmedias och bl a televisionens ansvar att massmedia har ett stort ansvar är så sant som det är sagt tar vi riksdagens beslut som utgångspunkt får vi konstatera,massmedia,18,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
175,för att man får en utveckling åt det här hållet ju nr snabbare desto bättre måndagen den när det gäller massmedia behöver jag här inte ge mig in på att förklara december massmedias frihet att själva bestämma vilket de skall,massmedia,20,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
176,snabbare desto bättre måndagen den när det gäller massmedia behöver jag här inte ge mig in på att förklara december massmedias frihet att själva bestämma vilket de skall ha mitt intryck är i varje fall att under den här hösten,massmedias,20,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
177,att själva bestämma vilket de skall ha mitt intryck är i varje fall att under den här hösten har massmedia ägnat den om åtgärder mot problematik vi här i dag diskuterar mycket stor uppmärksamhet jag vill missbruk av säga,massmedia,19,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
178,har varit med om har man tagit upp detta som ett av de stora problemen i samhället därmed har massmedia framför allt tidningarna i hög grad bidragit till att vi fått den opinionsbildning vi har i dag i dessa frågor,massmedia,19,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
179,jag vill tacka socialministern också för det svaret jag känner frågan så väsentlig och jag önskade att detta skulle understrykas massmedias frihet känner man väl till och gläder sig åt att den insats de gör i så fall är i ökad,massmedias,20,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
180,och verkar för att minska kring alkoholen man gör dessa påståenden och framför dessa synpunkter just för att understryka massmedias roll socialministern nämnde att man inte skall bil när man tagit alkohol jag skulle vilja säga att man inte,massmedias,19,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
181,här kan det inte bli fråga om annat än en det finns en i dagens samhälle från massmedia och från allmänheten att betrakta de planer som företag tar fram för en diskussion enligt och på annat sätt,massmedia,17,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
182,och att på det sättet inte fått någon detta har medfört och frågan har tagits upp i massmedia vid har det visat sig att samma förhållanden har varit rådande även vid andra i lagen om allmän,massmedia,17,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--40.xml
183,många avseenden med frågor tidigare uppgifter bl a dem som lämnats i den s k från enligt uppgifter i massmedia har den dåvarande svenska regeringen inte någon tilltro till uppgifterna om i tekniska,massmedia,19,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--40.xml
184,inlägg kommer från jag har tidigare i kammaren betonat min stora respekt för de svenska som arbetar i massmedias och ibland i politikens själv har jag aldrig haft att starta ett eget företag svårigheterna och riskerna har,massmedias,18,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
185,ytterligare ingripanden mot faller inom yttrandefrihetsutredningens uppdrag utredningens främsta uppgift är att överväga hur grundlagsskyddet för yttrandefriheten i andra medier än tryckta skrifter skall kunna bland de medier som är aktuella kan nämnas film och videogram det är visserligen,medier,19,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
186,främsta uppgift är att överväga hur grundlagsskyddet för yttrandefriheten i andra medier än tryckta skrifter skall kunna bland de medier som är aktuella kan nämnas film och videogram det är visserligen ingen för kommittén att ta ställning till vilka,medier,19,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
187,är visserligen ingen för kommittén att ta ställning till vilka som skall vara när de begås i massmedier på en punkt skall kommittén emellertid mera ingående behandla frågan om det omfattning enligt direktiven kan det nämligen,massmedier,17,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
188,visar enligt direktiven att en viss försiktig utvidgning av det området kan vara också vad det gäller andra medier än film t ex tryckta skrifter och videogram alla ingripanden på tryckfrihetens område hur de än i kan,medier,18,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
189,finns inget som helst skydd mot sådana kränkningar som kvinnor dagligen och utsätts för och det inte bara i massmedia det som ger ut i vilken den artikeln var har också givit ut en tidning som,massmedia,19,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
190,väl så här medborgarna bör i möjliga omfattning själva få bestämma vilka framställningar i skrift bild eller andra medier som de vill ta del av och vilka aktiviteter som de vill ägna sig åt inskränkningar i yttrandefriheten vare sig,medier,18,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
191,här kommer att leda till en allvarlig inom sveriges radio framför allt inom tv det har framgått av massmedia att den som inte ägnar sig åt någon är han säger enligt expressen enligt min mening,massmedia,18,1979,gunnar_olsson_cfa2f8,../riksdagen-corpus/corpus/197980/prot-197980--120.xml
192,för det svaret som jag tror är av vikt för de människor som blivit litet av uppgifter i massmedia om resultatet av i skilda län inte minst i mitt eget län min fråga av att,massmedia,18,1979,christer_nilsson_e13b33,../riksdagen-corpus/corpus/197980/prot-197980--120.xml
193,svara att vi väldigt noga följer utvecklingen och det som nu pågår jag har noterat en del siffror i massmedia som har sett dramatiska ut och vill därför peka just på innebörden av förslagen i propositionen och av riksdagsbeslutet när,massmedia,19,1979,christer_nilsson_e13b33,../riksdagen-corpus/corpus/197980/prot-197980--120.xml
194,vidtas ett växande problem för svenska invandrare på till hemlandet har på senare tid uppmärksammats i massmedia jag syftar på den terror som förekommer på som från malmö genom flera länder med skilda,massmedia,16,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--120.xml
195,till för att rösta för regeringens förslag jag vet inte hur många gånger börje i tv och andra massmedia uttryckt sin över regeringens förslag han har förklarat sig beredd att överväga både att avgå som riksdagsman och att,massmedia,18,1979,borje_hornlund_92f880,../riksdagen-corpus/corpus/197980/prot-197980--134.xml
196,herr talman jag tackar statsrådet för svaret på min fråga som är föranledd av ett uttalande i massmedia enligt det uttalandet hävdade statsrådet såsom statsrådet här också har vi har hittills aldrig något som facket varit,massmedia,17,1979,margot_wallstrom_a412db,../riksdagen-corpus/corpus/197980/prot-197980--108.xml
197,ganska eniga eller som vänner men när man säger att det är onödigt att fråga om det här uttalandet i massmedia kan jag i varje fall inte annat än bli riksdagens uppgift är bl a att se till att regeringen,massmedia,20,1979,ralf_lindstrom_69751b,../riksdagen-corpus/corpus/197980/prot-197980--108.xml
198,riktigt att polisen fått den svåra uppgiften att det sker många gånger under kraftig press från och massmedia och mot bakgrund av starka och berättigade krav på och behandling jag tror att polisen i de oerhört,massmedia,17,1979,kurt_hugosson_1e2b84,../riksdagen-corpus/corpus/197980/prot-197980--108.xml
199,finns alltså flera skäl till att det med och jag antar att kommunikationsministern lika väl som jag följt massmedia och läst om de konsekvenser fått för vad det i fortsättningen kan få för konsekvenser i form av,massmedia,18,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--108.xml
200,det är motiverat om inte annat visar sig vara effektivt men kommunikationsministern har vid ett tillfälle på stockholms enligt massmedia sagt att kan leda till att bilen skall vilket statsrådet i och för sig bekräftar här däremot har,massmedia,19,1979,bertil_jonasson_1551b4,../riksdagen-corpus/corpus/197980/prot-197980--108.xml
201,hanteras väldigt dels vill dölja ett på ett som man tycker mycket sätt så att medborgarna och massmedia förhoppningsvis inte skall upptäcka det något sådant vill vi inte delta i,massmedia,17,1979,kjell_a_mattsson_104801,../riksdagen-corpus/corpus/197980/prot-197980--56.xml
202,sydafrika och andra krafter har satsat och satsar mycket stora på inför detta val i en rad internationella massmedia som har hög trovärdighet har man nämnt uppgifter om kanske mer än miljoner som redan skulle ha gått ut,massmedia,18,1979,oswald_soderqvist_908f6a,../riksdagen-corpus/corpus/197980/prot-197980--56.xml
203,sätt belyst dess utveckling och problem det har också varit att debatten i stor utsträckning har förekommit i massmedia under hösten praktiskt taget samtliga tidningar har ägnat intresse åt jag tror att det är väldigt bra att den,massmedia,18,1979,lennart_pettersson_a9b09f,../riksdagen-corpus/corpus/197980/prot-197980--56.xml
204,att jag går in i med personer som inte tillhör kammaren nu har ju per ahlmark många media att komma till tals i fler än kanske någon av dem som finns i den här församlingen det drabbar,media,17,1979,margit_odelsparr_5d74f2,../riksdagen-corpus/corpus/197980/prot-197980--42.xml
205,kommunerna regeringens förslag till riktlinjer för den ekonomiska politiken och för de uppgifter som förekommit i vissa massmedia och som kjellolof feldt upprepade i sitt anförande nyss att utskottet skulle ha regeringens proposition är alltså felaktiga vi,massmedia,17,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--94.xml
206,deltagande i olika allmänna val samt om i på arbetsplatser och på regerings stimuleras massmedia och kan på detta område fungera såsom för det är det nödvändigt att utforma samt de,massmedia,14,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--137.xml
207,vara lika naturligt är att den svenska vapenexporten blir livligt både här i kammaren och i våra massmedia den diskussionen hänger givetvis ihop med det starka engagemang som sverige sedan länge har känt för i vår,massmedia,17,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--137.xml
208,korrekt att berörda statsråd inte har varit har inte varit populär vare sig i eller i svenska massmedia och det har sin speciella förklaring tillhör och ledning har varit speciellt mot staten israel,massmedia,17,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--137.xml
209,en skrift om och jag hoppas verkligen att den skall leda till en förnyad information i bl a massmedia och organisationer om skadeverkningar och att detta skall leda till att människor alltmer tar till vara sina möjligheter att,massmedia,18,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
210,en förklaring utskottet konstaterar sedan att behovet av är stort det är bra filmen är ett rikt medium som i dag i alldeles för liten utsträckning används för att utveckla barns och förmåga på skilda sätt däremot,medium,17,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
211,av det ligger i yttrandefrihetsutredningens omfattande uppdrag att eftersträva en enhetlig utformning av grundlagsskyddet i fråga om alla de medier som kan ha särskild betydelse för den fria åsiktsbildningen i samhället bland dem utskottet har alltså behandlat motionen mycket,medier,19,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
212,det är i första hand den vägen man måste gå sedan finns det stora möjligheter att kräva självsanering av massmedia särskilt av dem som har statligt monopol och att se till att exempelvis de lagar mot och barnpornografi som,massmedia,19,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
213,att de vi har blir använda så att de verkligen sprider glädje liv och omkring sig där har massmedia skolor föreningar och kommuner ett ansvar både för att säga ifrån om den dåliga kulturens verkningar och för att,massmedia,18,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
214,väckte den motionen där vi krävde att en parlamentarisk utredning skyndsamt skulle tillsättas för att analysera och de nya mediernas egenskaper och möjligheter med de nya medierna avsåg vi de medier som ger oss i motionen skrev vi utredningen,mediernas,19,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
215,skulle tillsättas för att analysera och de nya mediernas egenskaper och möjligheter med de nya medierna avsåg vi de medier som ger oss i motionen skrev vi utredningen bör vara och arbeta snabbt för att lägga fram,medier,19,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
216,åtgärder vidtas för att möta den av kommersiella intressen som pågår med hjälp av på grund av mediernas karaktär av de ekonomiska insatserna och det bristande samhälleliga engagemanget är det kommersiella intressen främst i form av,mediernas,17,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
217,upptäckt att det finns någonting som heter videogram och att det troligen är farligt i nästan rörande ordalag beskrivs detta medium som något slags ny massmedial som man måste skydda sig mot och därefter konstaterade statsrådet följande men att så,medium,20,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
218,som heter videogram och att det troligen är farligt i nästan rörande ordalag beskrivs detta medium som något slags ny massmedial som man måste skydda sig mot och därefter konstaterade statsrådet följande men att så till den grad överdriva betydelsen,massmedial,20,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
219,mot och därefter konstaterade statsrådet följande men att så till den grad överdriva betydelsen av videogram i jämförelse med andra media som gör är att sådana var så sent som det var därför särskilt glädjande för oss,media,20,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
220,också utskottet vid i sina formuleringar utskottet framhåller på s i sitt betänkande som i motion är filmen ett medium med stor genomslagskraft som och det är därför viktigt att man har uppmärksamheten på den risk för,medium,19,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
221,ställa på jag vägrar att acceptera den föreställningen att samhället måste vara så att just och andra massmediala branscher med deras stora ekonomiska makt skulle vara utom för bedömningar och begränsningar som kan av de,massmediala,17,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--123.xml
222,tror jag som sagt inte på det är rätt märkligt med de här någonting som jag tycker att massmedia har anledning att uppmärksamma man kan då som en till detta se regeringsförslaget om att man skall betala kr,massmedia,18,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--150.xml
223,senaste tiden har vi i vårt län haft en diskussion om innehåll den är av framträdande i massmedia med påståenden om att man inte skall lägga sig i kompetens är bl a hur det skulle se,massmedia,17,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--150.xml
224,socialdepartementet men också inom de andra departementen jag noterar med stor tillfredsställelse att också i andra sammanhang inte minst i massmedia och på andra håll uppmärksamheten på barnens situation i vårt moderna samhälle ökar nästan dag för dag om vi vill,massmedia,20,1979,eva_hjelmstrom_10655d,../riksdagen-corpus/corpus/197980/prot-197980--30.xml
225,enligt massmedia synes när det gäller av kvinnor vara olika i olika enligt uppgift från riksförsäkringsverket beror den,massmedia,1,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--30.xml
226,att det belyser på vilka villkor den politiska opinionsbildningen sker det är i hög grad en fråga om tillträde till media härvidlag råder det sannerligen ingen jämlikhet i vårt land de tre andra stora partierna har var för sig en betydande,media,20,1979,olle_svensson_d4f3fb,../riksdagen-corpus/corpus/197980/prot-197980--18.xml
227,vi kom bort i valrörelsen således ett radio och tv verkar utan tvivel mellan partierna dessa medier når en stor del av medborgarna och i den mån företrädare för partierna får framträda själva ger de väljarna en,medier,16,1979,olle_svensson_d4f3fb,../riksdagen-corpus/corpus/197980/prot-197980--18.xml
228,mycket allvarliga farhågor i olika sammanhang talas det alltför ofta om missbruket av alkohol våra socialstyrelsen och skolöverstyrelsen och massmedia sig i regel vid missbruket sällan vid själva som är en förutsättning för missbruket myndigheterna talar gärna om,massmedia,19,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
229,även i dessa frågor det jag med stor glädje ett annat problem som vi har att brottas med är massmedias behandling av sedan en tid tillbaka har det ofta varit fråga om eller en strävan att,massmedias,19,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
230,även här kan vi dock notera undantag under de senaste månaderna det är glädjande och jag hoppas att massmedia här känner sitt ansvar massmedias referat av den alkoholpolitiska debatten var bristfälligt och är en av orsakerna till att vi,massmedia,18,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
231,vi dock notera undantag under de senaste månaderna det är glädjande och jag hoppas att massmedia här känner sitt ansvar massmedias referat av den alkoholpolitiska debatten var bristfälligt och är en av orsakerna till att vi här i landet har haft,massmedias,20,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
232,debatt riksdagsbeslutet rymmer en rad beslut som aldrig kom fram och frågan hur enskilda riksdagsledamöter röstade var det som massmedia sig vid den socialdemokratiska riksdagsgruppen föreslog redan att milj kr extra skulle för en effektivare där bl,massmedia,19,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
233,komma med förslag till åtgärder och en politik som skulle ge stöd till verksamhet i miljöer detta sade massmedia inte mycket om för någon tid sedan en av en tingsrätt till kr i för att hon,massmedia,18,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
234,ser konsekvenser som är så att de inte bara angår utan i hög grad även politikerna massmedia och man utvecklas nu med stor och används för att utföra uppgifter som blir alltmer och,massmedia,16,1979,magnus_persson_c2ae69,../riksdagen-corpus/corpus/197980/prot-197980--19.xml
235,för att påskynda nämnda en annan viktig anledning till min fråga är de som kommer till uttryck i massmedia däribland industriministerns egna uttalanden t ex i aftonbladet den oktober i år där han säger om det jag,massmedia,18,1979,arne_lindberg_0dc0ba,../riksdagen-corpus/corpus/197980/prot-197980--25.xml
236,vetenskap och erfarenhet och följaktligen är med allmänna med anledning av de uppgifter som har förekommit i massmedia planeras nu från socialstyrelsens sida särskild information om detta till läkare och annan enligt vad jag har inhämtat kommer,massmedia,17,1979,maj_britt_theorin_4f3865,../riksdagen-corpus/corpus/197980/prot-197980--31.xml
237,anmälan till kan för bli fängelse eller vid från enligt en i massmedia nyligen rapport förhållandevis ofta och henne ytterligare de av drabbade kvinnorna skulle åtminstone i viss utsträckning,massmedia,12,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--145.xml
238,och jag är tacksam för det det är klart att det har blivit en ganska stor fråga inte minst i massmedia i norrbotten eftersom läget hela tiden varit på det sättet att det handlar om någon som borde vara,massmedia,20,1979,thage_peterson_1bf890,../riksdagen-corpus/corpus/197980/prot-197980--147.xml
239,till min fråga det blir lätt så att ett fall är aktuellt en kort tid när det har för massmedia men de arbetslösa går ju fortfarande kvar i även om man inte längre skriver om dem regeringen har ett,massmedia,19,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--147.xml
240,personen om grunden för upphör så upphör också dessa rättigheter under senare tid har flera fall uppmärksammats i massmedia där invandrare under upprörande former ur landet efter beslut av invandrarverket denna djupt otillfredsställande situation drabbar invandrare på många,massmedia,18,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--27.xml
241,för bl a många om att det kan komma att kosta så mycket som anförts från i massmedia gör att många säkerligen ställer sig frågan kan man lita på centern då det gäller avvecklingen av kärnkraften något som,massmedia,17,1979,kjell_a_mattsson_104801,../riksdagen-corpus/corpus/197980/prot-197980--33.xml
242,det ofta om att socialdemokraterna ändrar uppfattning i ett och man försöker detta på olika sätt i massmedia i och men det är ju folkpartiet som har präglat begreppet,massmedia,17,1979,tore_claeson_1ec330,../riksdagen-corpus/corpus/197980/prot-197980--33.xml
243,redovisning av erfarenheter vi har yttranden av och av fackliga organisationer vi har tagit del av åtskilligt i massmedia men herr talman jag vill det materialet innan jag drar mina egna slutsatser bedömningarna är nämligen på,massmedia,18,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--32.xml
244,under sjs sommaren en bred politisk anslutning och förankring i folkrörelserna jordbruksministern har ju också enligt uppgifter i massmedia aviserat ett förbud i god tid före nästa det är mot den här bakgrunden av att,massmedia,18,1979,bertil_zachrisson_ade71c,../riksdagen-corpus/corpus/197980/prot-197980--26.xml
245,vilket förhoppningsvis skall ske inom något halvår är det angeläget att man genomför en speciell kampanj via press och massmedia och redovisar pågående samt det här programmet för framtida trafik på det hela måste presenteras som en händelse,massmedia,19,1979,stina_eliasson_6add30,../riksdagen-corpus/corpus/197980/prot-197980--26.xml
246,genom skulle hotet från om försämrade det angavs som motiv för i massmedia uttryckte företrädare för svenska företag sin det är nog bäst som skett sade enligt aftonbladet den april chefen för,massmedia,12,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--152.xml
